numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2020,2,2020-02-06 00:00:00+00:00,Marlon Santos,PDT,RS,COMBUSTÍVEIS E LUBRIFICANTES.,73856155000106,AUTO POSTO GAUCHO LTDA,170.00,0.00,170.00
2020,2,2020-02-06 00:00:00+00:00,Liziane Bayer,PSB,RS,TELEFONIA,02558157000162,Telefônica Brasil S.A. VIVO,189.99,0.00,189.99
2020,2,2020-02-06 00:00:00+00:00,Pedro Westphalen,PP,RS,COMBUSTÍVEIS E LUBRIFICANTES.,11115559000183,ABASTECEDORA DE COMBUSTIVEIS SMR,96.99,0.00,96.99
2020,2,2020-02-06 00:00:00+00:00,Pedro Westphalen,PP,RS,COMBUSTÍVEIS E LUBRIFICANTES.,87723417000403,POSTO SANTA TEREZINHA LTDA,195.36,0.00,195.36
2020,2,2020-02-06 00:00:00+00:00,Daniel Trzeciak,PSDB,RS,COMBUSTÍVEIS E LUBRIFICANTES.,07473735007194,SIM REDE DE POSTOS LTDA - CAMAQUA PARADOURO,200.00,0.00,200.00
2020,2,2020-02-06 00:00:00+00:00,Luisa Canziani,PTB,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,34565908000164,ALANA CRISTINA ORTH,1500.00,0.00,1500.00
2020,2,2020-02-06 00:00:00+00:00,Filipe Barros,PSL,PR,COMBUSTÍVEIS E LUBRIFICANTES.,05320591000106,AUTO POSTO ECOS LTDA,134.79,0.00,134.79
2020,2,2020-02-06 00:00:00+00:00,Dr. Zacharias Calil,DEM,GO,COMBUSTÍVEIS E LUBRIFICANTES.,07736181000168,AUTO POSTO BR 060 LTDA,220.10,0.00,220.10
2020,2,2020-02-06 00:00:00+00:00,Dr. Zacharias Calil,DEM,GO,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,04490752000139,RESTAURANTE VARANDA DO SUL LTDA - EPP,84.82,0.00,84.82
2020,2,2020-02-06 00:00:00+00:00,Dr. Zacharias Calil,DEM,GO,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07128650001480,I PARK ESTACIONAMENTO LTDA,7.00,0.00,7.00
2020,2,2020-02-06 00:00:00+00:00,Alcides Rodrigues,PATRIOTA,GO,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18572225000188,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.30,0.00,3.30
2020,2,2020-02-06 00:00:00+00:00,Alcides Rodrigues,PATRIOTA,GO,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18572225000188,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.60,0.00,4.60
2020,2,2020-02-06 00:00:00+00:00,Alcides Rodrigues,PATRIOTA,GO,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",03233439000314,Kandango Transportes e Turismo Ltda - EPP.,54.99,0.00,54.99
2020,2,2020-02-06 00:00:00+00:00,Aroldo Martins,REPUBLICANOS,PR,COMBUSTÍVEIS E LUBRIFICANTES.,04488277000166,AUTO POSTO AMERICA LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Aroldo Martins,REPUBLICANOS,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,14893486000149,MS FOOD RESTAURANTE LTDA ME,54.70,0.00,54.70
2020,2,2020-02-06 00:00:00+00:00,Nereu Crispim,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,10571730000104,Comercial de Combustiveis Lyon Ltda,247.59,0.00,247.59
2020,2,2020-02-06 00:00:00+00:00,Nereu Crispim,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,06019424000184,COMERCIAL DE COMBUSTIVEIS VICTOR BARRETO LTDA,50.00,0.00,50.00
2020,2,2020-02-06 00:00:00+00:00,Nereu Crispim,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,06019424000184,COMERCIAL DE COMBUSTIVEIS VICTOR BARRETO LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Nereu Crispim,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,06019424000184,COMERCIAL DE COMBUSTIVEIS VICTOR BARRETO LTDA,50.00,0.00,50.00
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,374.30,0.00,374.30
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,05000684000226,AUTO POSTO PETER PAN 01 LTDA,218.69,0.00,218.69
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",91144378000114,CANDEMIL HOTEIS E TURISMO LTDA,85.00,0.00,85.00
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18033552000161,99 POP,9.60,0.00,9.60
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18033552000161,99 POP,14.90,0.00,14.90
2020,2,2020-02-06 00:00:00+00:00,Sanderson,PSL,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,10.79,0.00,10.79
2020,2,2020-02-06 00:00:00+00:00,Luizão Goulart,REPUBLICANOS,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,35322689000155,Hamburgueria Tradicional das Americas,40.90,0.00,40.90
2020,2,2020-02-06 00:00:00+00:00,Julian Lemos,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000265,COMERCIAL DE COMBUSTVEIS CAJA LTDA,251.45,0.00,251.45
2020,2,2020-02-06 00:00:00+00:00,Silvio Costa Filho,REPUBLICANOS,PE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,387.90,0.00,387.90
2020,2,2020-02-06 00:00:00+00:00,Silvio Costa Filho,REPUBLICANOS,PE,COMBUSTÍVEIS E LUBRIFICANTES.,03482208000182,AUTO POSTO JK LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Marina Santos,SOLIDARIEDADE,PI,COMBUSTÍVEIS E LUBRIFICANTES.,05454390000193,GOES COMBUSTIVEIS LUBRIRICANTES E GLP LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Marcelo Calero,CIDADANIA,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,42357715000146,AUTO POSTO MAQUINE LTDA,298.02,0.00,298.02
2020,2,2020-02-06 00:00:00+00:00,Marcelo Calero,CIDADANIA,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",73214439000190,TAXI.RIO,21.16,0.00,21.16
2020,2,2020-02-06 00:00:00+00:00,Marcelo Calero,CIDADANIA,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,10.44,1.01,9.43
2020,2,2020-02-06 00:00:00+00:00,Dra. Vanda Milani,SOLIDARIEDADE,AC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,40.25,0.00,40.25
2020,2,2020-02-06 00:00:00+00:00,Dr. Leonardo,SOLIDARIEDADE,MT,COMBUSTÍVEIS E LUBRIFICANTES.,30528621000103,MASA AUTO POSTO LTDA,136.15,0.00,136.15
2020,2,2020-02-06 00:00:00+00:00,Dr. Leonardo,SOLIDARIEDADE,MT,COMBUSTÍVEIS E LUBRIFICANTES.,03189859000189,POSTO PEDRO NECA LTDA,142.53,0.00,142.53
2020,2,2020-02-06 00:00:00+00:00,Otoni de Paula,PSC,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,07752635000194,POSTO DE GASOLINA JAGUAR DO ANIL LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Professor Joziel,PSL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,03247760000277,MAIA & TAVARES LTDA,43.70,0.00,43.70
2020,2,2020-02-06 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,42357715000146,AUTO POSTO MAQUINE LTDA,240.04,0.00,240.04
2020,2,2020-02-06 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20298536000142,M2A RESTAURANTE EIRELI   ME,96.00,0.00,96.00
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,31180570000134,LUCAS PAULINO DE SOUSA NOGUEIRA,482.50,0.00,482.50
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08789868000124,LUZIMAR DA LUZ LACERDA,417.70,0.00,417.70
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,10750039000180,POSTO DISBRAVE IMPERIAL LTDA,187.72,0.00,187.72
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,30993455000116,Posto Rodovia do Aco Ltda,170.06,0.00,170.06
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00861626000192,CONCESSIONARIA DA RODOVIA PRESIDENTE DUTRA S/A,15.20,0.00,15.20
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30920573000102,COOPERAÇO,17.00,0.00,17.00
2020,2,2020-02-06 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,7.41,2.32,5.09
2020,2,2020-02-06 00:00:00+00:00,Natália Bonavides,PT,RN,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,14.61,0.98,13.63
2020,2,2020-02-06 00:00:00+00:00,Daniel Silveira,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,29032820000147,BELIZE COMPANY AUTO POSTO,101.62,0.00,101.62
2020,2,2020-02-06 00:00:00+00:00,Daniel Silveira,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00880446000239,Cia de Concessão Rod. Juiz e Fora,11.60,0.00,11.60
2020,2,2020-02-06 00:00:00+00:00,Gutemberg Reis,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,08064380000130,POSTO DE GASOLINA JB CAXIAS LTDA,119.60,0.00,119.60
2020,2,2020-02-06 00:00:00+00:00,Juninho do Pneu,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,37063328001058,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,180.00,0.00,180.00
2020,2,2020-02-06 00:00:00+00:00,Daniela do Waguinho,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597008858,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Paulo Ganime,NOVO,RJ,PASSAGENS AÉREAS,02012862000160,LATAM AIRLINES,156.57,0.00,156.57
2020,2,2020-02-06 00:00:00+00:00,Wladimir Garotinho,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,09133553000197,A. M. ALVES COMERCIO DE COMBUSTIVEIS LTDA. - ME,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Haroldo Cathedral,PSD,RR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,18311497000124,AMAZONIA TELECOMUNICAÇÕES LTDA ME,159.00,0.00,159.00
2020,2,2020-02-06 00:00:00+00:00,Haroldo Cathedral,PSD,RR,COMBUSTÍVEIS E LUBRIFICANTES.,03951672000170,AUTO POSTO SOF NORTE LTDA,237.62,0.00,237.62
2020,2,2020-02-06 00:00:00+00:00,Tereza Nelma,PSDB,AL,COMBUSTÍVEIS E LUBRIFICANTES.,00746278000102,AUTO POSTO CHAVES LTDA,3000.54,0.00,3000.54
2020,2,2020-02-06 00:00:00+00:00,Tereza Nelma,PSDB,AL,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,219.02,0.00,219.02
2020,2,2020-02-06 00:00:00+00:00,Professora Rosa Neide,PT,MT,COMBUSTÍVEIS E LUBRIFICANTES.,09001879001728,COMERCIAL AMAZONIA DE PETROLEO LTDA,147.25,0.00,147.25
2020,2,2020-02-06 00:00:00+00:00,Professora Rosa Neide,PT,MT,COMBUSTÍVEIS E LUBRIFICANTES.,08039100000133,LORIANA ANDRADE DA FONSECA,132.95,0.00,132.95
2020,2,2020-02-06 00:00:00+00:00,Professora Rosa Neide,PT,MT,COMBUSTÍVEIS E LUBRIFICANTES.,07857062000163,MA COMERCIO DE COMBUSTIVEIS LTDA,218.31,0.00,218.31
2020,2,2020-02-06 00:00:00+00:00,Professora Rosa Neide,PT,MT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,19859870001544,MFT EMPREENDIMENTOS ALIMENTICIOS LTDA,41.00,0.00,41.00
2020,2,2020-02-06 00:00:00+00:00,Mara Rocha,PSDB,AC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,13345728000105,EMIDIO SOUTO PEREIRA - EPP,316.00,0.00,316.00
2020,2,2020-02-06 00:00:00+00:00,José Medeiros,PODE,MT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,31180570000134,LUCAS PAULINO DE SOUSA NOGUEIRA,315.00,0.00,315.00
2020,2,2020-02-06 00:00:00+00:00,General Girão,PSL,RN,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",02584924003980,ICH ADMINISTRAÇÃO DE HOTEIS S.A,209.74,0.00,209.74
2020,2,2020-02-06 00:00:00+00:00,General Girão,PSL,RN,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",02584924003980,ICH ADMINISTRAÇÃO DE HOTEIS S.A,209.74,0.00,209.74
2020,2,2020-02-06 00:00:00+00:00,General Girão,PSL,RN,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,29.30,0.00,29.30
2020,2,2020-02-06 00:00:00+00:00,Juarez Costa,MDB,MT,COMBUSTÍVEIS E LUBRIFICANTES.,02869615000184,BOM CLIMA COM DE COMB E LUBRIF LTDA,133.05,0.00,133.05
2020,2,2020-02-06 00:00:00+00:00,Chiquinho Brazão,AVANTE,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,14540044000119,REVISTA i+INFORMAÇÕES,2000.00,0.00,2000.00
2020,2,2020-02-06 00:00:00+00:00,Chiquinho Brazão,AVANTE,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,14540044000119,REVISTA i+INFORMAÇÕES,3500.00,0.00,3500.00
2020,2,2020-02-06 00:00:00+00:00,Felício Laterça,PSL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,17314329004460,INTERNATIONAL MEAL COMPANY ALIMENTACAO S A,21.50,0.00,21.50
2020,2,2020-02-06 00:00:00+00:00,Felício Laterça,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",22163297000149,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,4.30,0.00,4.30
2020,2,2020-02-06 00:00:00+00:00,Vinicius Farah,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,03139910002515,AUTO POSTO DO TRABALHO LTDA,150.00,0.00,150.00
2020,2,2020-02-06 00:00:00+00:00,Vinicius Farah,MDB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,11630318000172,LINDERLANDIO BARBOSA EIRELI,4000.00,0.00,4000.00
2020,2,2020-02-06 00:00:00+00:00,Vinicius Farah,MDB,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,13794956000154,LIZARELLI PAES COMUNICAÇÃO LTDA,2000.00,0.00,2000.00
2020,2,2020-02-06 00:00:00+00:00,Nicoletti,PSL,RR,COMBUSTÍVEIS E LUBRIFICANTES.,35340529000139,POSTO DE COMBUSTIVEL GUERREIRINHO LTDA,283.09,0.00,283.09
2020,2,2020-02-06 00:00:00+00:00,Rogério Correia,PT,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,06981180000116,CEMIG DISTRIBUIÇÃO S.A.,229.33,5.18,224.15
2020,2,2020-02-06 00:00:00+00:00,Dr. Jaziel,PL,CE,COMBUSTÍVEIS E LUBRIFICANTES.,04078953000123,SOUZA COMERCIO DE PETROLEO E SERVICOS LTDA,225.04,0.00,225.04
2020,2,2020-02-06 00:00:00+00:00,Dr. Jaziel,PL,CE,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,64.61,0.00,64.61
2020,2,2020-02-06 00:00:00+00:00,Euclydes Pettersen,PSC,MG,COMBUSTÍVEIS E LUBRIFICANTES.,21752738000428,POSTO E CASA MUZZI LTDA,223.62,0.00,223.62
2020,2,2020-02-06 00:00:00+00:00,Euclydes Pettersen,PSC,MG,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",33041102000104,LACERDA ARAÚJO E LEÃO ADVOGADOS ASSOCIADOS,13000.00,0.00,13000.00
2020,2,2020-02-06 00:00:00+00:00,General Peternelli,PSL,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,38.30,0.99,37.31
2020,2,2020-02-06 00:00:00+00:00,Capitão Wagner,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,06880512000176,PACOTI COMERCIO DE DERIVADOS DE PETROLEO LTDA,160.01,0.00,160.01
2020,2,2020-02-06 00:00:00+00:00,Capitão Wagner,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,07304199000352,Posto Siqueira - Iguatemi Deriv de Petroleo Ltda,50.00,0.00,50.00
2020,2,2020-02-06 00:00:00+00:00,Gilberto Abramo,REPUBLICANOS,MG,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,18769952000130,RDVM COMERCIO DE ALIMENTOS EIRELI,67.68,0.00,67.68
2020,2,2020-02-06 00:00:00+00:00,Gilberto Abramo,REPUBLICANOS,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",04994250000145,COOTRAMO - MG,120.00,0.00,120.00
2020,2,2020-02-06 00:00:00+00:00,Airton Faleiro,PT,PA,COMBUSTÍVEIS E LUBRIFICANTES.,03452123000313,Auto Posto São João Rurópolis,150.02,0.00,150.02
2020,2,2020-02-06 00:00:00+00:00,Cássio Andrade,PSB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,02280133002804,POSTO ICCAR LTDA,235.00,0.00,235.00
2020,2,2020-02-06 00:00:00+00:00,Alencar Santana Braga,PT,SP,COMBUSTÍVEIS E LUBRIFICANTES.,20168440000160,AUTO POSTO NOVO GAMA LTDA,128.08,0.00,128.08
2020,2,2020-02-06 00:00:00+00:00,Alencar Santana Braga,PT,SP,SERVIÇOS POSTAIS,03355686000121,EMP.BRAS.CORREIOS E TELEGRÁFOS,49.80,0.00,49.80
2020,2,2020-02-06 00:00:00+00:00,Alexandre Padilha,PT,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",26664057000189,ENTREVIAS,6.20,0.00,6.20
2020,2,2020-02-06 00:00:00+00:00,Alexandre Padilha,PT,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00524550000100,PONTO 606 AEROPORTO DE CONGONHAS,30.00,0.00,30.00
2020,2,2020-02-06 00:00:00+00:00,Alexandre Padilha,PT,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,10.56,1.00,9.56
2020,2,2020-02-06 00:00:00+00:00,Alexandre Padilha,PT,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,13.80,0.00,13.80
2020,2,2020-02-06 00:00:00+00:00,Cezinha de Madureira,PSD,SP,COMBUSTÍVEIS E LUBRIFICANTES.,12020118000160,AUTO POSTO BARÃO DO LIBANO,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Carla Zambelli,PSL,SP,SERVIÇOS POSTAIS,00190292000172,ECT- EMP.BRAS.DE CORREIOS E TELEGRAFOS,35.10,0.00,35.10
2020,2,2020-02-06 00:00:00+00:00,Áurea Carolina,PSOL,MG,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,07853604000120,EMIVE,236.60,0.00,236.60
2020,2,2020-02-06 00:00:00+00:00,Áurea Carolina,PSOL,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,29.60,1.25,28.35
2020,2,2020-02-06 00:00:00+00:00,Franco Cartafina,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,05236122000103,PLANETA REVENDEDORA DE COMBUSTIVEIS,50.00,0.00,50.00
2020,2,2020-02-06 00:00:00+00:00,Franco Cartafina,PP,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19208022000170,CONC. DE RODOVIAS MINAS GERAIS GOIAS S/A,6.40,0.00,6.40
2020,2,2020-02-06 00:00:00+00:00,Franco Cartafina,PP,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19208022000170,CONC. DE RODOVIAS MINAS GERAIS GOIAS S/A,6.40,0.00,6.40
2020,2,2020-02-06 00:00:00+00:00,Franco Cartafina,PP,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19726048000100,CONCESSIONARIA BR-040 S.A.,5.30,0.00,5.30
2020,2,2020-02-06 00:00:00+00:00,David Soares,DEM,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20320631000286,OLH FOODS ALIMENTOS LTDA ME,41.50,0.00,41.50
2020,2,2020-02-06 00:00:00+00:00,Delegado Marcelo Freitas,PSL,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,06981180000116,CEMIG DISTRIBUIÇÃO S.A.,114.07,1.25,112.82
2020,2,2020-02-06 00:00:00+00:00,Coronel Tadeu,PSL,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,09054158000119,PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA,91.39,24.49,66.90
2020,2,2020-02-06 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000349,UBER DO BRASIL TECNOLOGIA LTDA,8.88,1.00,7.88
2020,2,2020-02-06 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000349,UBER DO BRASIL TECNOLOGIA LTDA,16.22,1.01,15.21
2020,2,2020-02-06 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000349,UBER DO BRASIL TECNOLOGIA LTDA,21.69,1.00,20.69
2020,2,2020-02-06 00:00:00+00:00,Zé Vitor,PL,MG,COMBUSTÍVEIS E LUBRIFICANTES.,29032820000147,BELIZE COMPANY AUTO POSTO,206.94,0.00,206.94
2020,2,2020-02-06 00:00:00+00:00,Tiago Mitraud,NOVO,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,20.93,0.00,20.93
2020,2,2020-02-06 00:00:00+00:00,Tiago Mitraud,NOVO,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,19.17,0.00,19.17
2020,2,2020-02-06 00:00:00+00:00,Tiago Mitraud,NOVO,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,65.57,4.66,60.91
2020,2,2020-02-06 00:00:00+00:00,Tiago Mitraud,NOVO,MG,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",23452196000150,Expresso Unir Ltda,19.15,0.00,19.15
2020,2,2020-02-06 00:00:00+00:00,Junio Amaral,PSL,MG,COMBUSTÍVEIS E LUBRIFICANTES.,42946129000480,CENTRO AUTOMOTIVO DEL-REY LTDA,100.00,0.00,100.00
2020,2,2020-02-06 00:00:00+00:00,Abou Anni,PSL,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,22238840000120,PERSONAL 7 PRODUTOS PROMOCIONAIS EIRELI,9598.72,0.00,9598.72
2020,2,2020-02-06 00:00:00+00:00,Abou Anni,PSL,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,24689718000286,JVJ ALIMENTOS E BEBIDAS EIRELI,38.50,3.50,35.00
2020,2,2020-02-06 00:00:00+00:00,Abou Anni,PSL,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18033552000161,99 POP,13.10,0.00,13.10
2020,2,2020-02-06 00:00:00+00:00,Abou Anni,PSL,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18033552000161,99 POP,25.48,0.00,25.48
2020,2,2020-02-06 00:00:00+00:00,Pinheirinho,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,07367426000127,KASLUB COMERCIO DE DERIVADOS DE PETROLEO LTDA,147.03,0.00,147.03
2020,2,2020-02-06 00:00:00+00:00,Pinheirinho,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,16789463000203,POSTO SARZEDO LTDA,280.01,0.00,280.01
2020,2,2020-02-06 00:00:00+00:00,Pinheirinho,PP,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",37990298000134,Táxi Alvorada Ltda,66.00,0.00,66.00
2020,2,2020-02-06 00:00:00+00:00,Geninho Zuliani,DEM,SP,COMBUSTÍVEIS E LUBRIFICANTES.,43950492000199,AUTO POSTO PAU SECO LT,194.64,0.00,194.64
